Name,Date,Time,URL,Category,Probability,Color
srh_20240413T032825_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T032825_12200_I.fit,Bad,1,red
srh_20240413T035745_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T035745_12200_I.fit,Bad,1,red
srh_20240413T044330_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T044330_12200_I.fit,Bad,1,red
srh_20240413T081332_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T081332_12200_I.fit,Bad,1,red
srh_20240413T084252_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T084252_12200_I.fit,Bad,1,red
srh_20240413T001338_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T001338_12200_I.fit,Bad,1,red
srh_20240413T004258_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T004258_12200_I.fit,Bad,1,red
srh_20240413T014249_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T014249_12200_I.fit,Bad,1,red
srh_20240413T045846_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T045846_12200_I.fit,Bad,1,red
srh_20240413T054321_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T054321_12200_I.fit,Bad,1,red
srh_20240413T074302_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T074302_12200_I.fit,Bad,1,red
srh_20240413T075817_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T075817_12200_I.fit,Bad,1,red
srh_20240414T015802_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T015802_12200_I.fit,Bad,1,red
srh_20240414T031308_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T031308_12200_I.fit,Bad,1,red
srh_20240414T034338_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T034338_12200_I.fit,Bad,1,red
srh_20240414T044329_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T044329_12200_I.fit,Bad,1,red
srh_20240414T001337_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T001337_12200_I.fit,Bad,1,red
srh_20240414T004257_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T004257_12200_I.fit,Bad,1,red
srh_20240414T014247_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T014247_12200_I.fit,Bad,1,red
srh_20240414T021318_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T021318_12200_I.fit,Bad,1,red
srh_20240414T041258_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T041258_12200_I.fit,Bad,1,red
srh_20240414T042814_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T042814_12200_I.fit,Bad,1,red
srh_20240413T005814_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T005814_12200_I.fit,Bad,1,red
srh_20240413T011329_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T011329_12200_I.fit,Bad,1,red
srh_20240413T024239_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T024239_12200_I.fit,Bad,1,red
srh_20240413T025754_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T025754_12200_I.fit,Bad,1,red
srh_20240413T042815_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T042815_12200_I.fit,Bad,1,red
srh_20240413T055836_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T055836_12200_I.fit,Bad,1,red
srh_20240413T061241_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T061241_12200_I.fit,Bad,1,red
srh_20240413T072746_12200_I.fit,2024-04-13,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240413/srh_20240413T072746_12200_I.fit,Bad,1,red
srh_20240415T021316_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T021316_12200_I.fit,Bad,1,red
srh_20240415T025751_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T025751_12200_I.fit,Bad,1,red
srh_20240415T042812_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T042812_12200_I.fit,Bad,1,red
srh_20240415T044327_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T044327_12200_I.fit,Bad,1,red
srh_20240415T074258_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T074258_12200_I.fit,Bad,1,red
srh_20240415T084249_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T084249_12200_I.fit,Bad,1,red
srh_20240415T001335_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T001335_12200_I.fit,Bad,1,red
srh_20240415T012841_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T012841_12200_I.fit,Bad,1,red
srh_20240415T032822_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T032822_12200_I.fit,Bad,1,red
srh_20240415T041257_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T041257_12200_I.fit,Bad,1,red
srh_20240415T051247_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T051247_12200_I.fit,Bad,1,red
srh_20240415T055833_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T055833_12200_I.fit,Bad,1,red
srh_20240415T064308_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T064308_12200_I.fit,Bad,1,red
srh_20240415T081329_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T081329_12200_I.fit,Bad,1,red
srh_20240414T052804_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T052804_12200_I.fit,Bad,1,red
srh_20240414T072745_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T072745_12200_I.fit,Bad,1,red
srh_20240414T074300_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T074300_12200_I.fit,Bad,1,red
srh_20240415T024236_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T024236_12200_I.fit,Bad,1,red
srh_20240415T034337_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T034337_12200_I.fit,Bad,1,red
srh_20240415T045842_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T045842_12200_I.fit,Bad,1,red
srh_20240415T061238_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T061238_12200_I.fit,Bad,1,red
srh_20240415T062753_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T062753_12200_I.fit,Bad,1,red
srh_20240415T071338_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T071338_12200_I.fit,Bad,1,red
srh_20240415T075814_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T075814_12200_I.fit,Bad,1,red
srh_20240415T004255_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T004255_12200_I.fit,Bad,1,red
srh_20240415T011326_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T011326_12200_I.fit,Bad,1,red
srh_20240415T014246_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T014246_12200_I.fit,Bad,1,red
srh_20240415T022831_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T022831_12200_I.fit,Bad,1,red
srh_20240415T031306_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T031306_12200_I.fit,Bad,1,red
srh_20240415T054318_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T054318_12200_I.fit,Bad,1,red
srh_20240415T082844_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T082844_12200_I.fit,Bad,1,red
srh_20240414T071340_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T071340_12200_I.fit,Bad,1,red
srh_20240414T081330_12200_I.fit,2024-04-14,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240414/srh_20240414T081330_12200_I.fit,Bad,1,red
srh_20240415T005810_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T005810_12200_I.fit,Bad,1,red
srh_20240415T035742_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T035742_12200_I.fit,Bad,1,red
srh_20240415T065823_12200_I.fit,2024-04-15,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240415/srh_20240415T065823_12200_I.fit,Bad,1,red
srh_20240416T014333_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T014333_12200_I.fit,Bad,1,red
srh_20240416T025839_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T025839_12200_I.fit,Bad,1,red
srh_20240416T034314_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T034314_12200_I.fit,Bad,1,red
srh_20240416T035829_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T035829_12200_I.fit,Bad,1,red
srh_20240416T064355_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T064355_12200_I.fit,Bad,1,red
srh_20240416T072831_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T072831_12200_I.fit,Bad,1,red
srh_20240416T075901_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T075901_12200_I.fit,Bad,1,red
srh_20240416T021403_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T021403_12200_I.fit,Bad,1,red
srh_20240416T024323_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T024323_12200_I.fit,Bad,1,red
srh_20240416T031354_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T031354_12200_I.fit,Bad,1,red
srh_20240416T061325_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T061325_12200_I.fit,Bad,1,red
srh_20240416T062840_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T062840_12200_I.fit,Bad,1,red
srh_20240416T071315_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T071315_12200_I.fit,Bad,1,red
srh_20240416T081306_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T081306_12200_I.fit,Bad,1,red
srh_20240416T084336_12200_I.fit,2024-04-16,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240416/srh_20240416T084336_12200_I.fit,Bad,1,red
srh_20240417T001325_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T001325_12200_I.fit,Bad,1,red
srh_20240417T014345_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T014345_12200_I.fit,Bad,1,red
srh_20240417T054307_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T054307_12200_I.fit,Bad,1,red
srh_20240417T061337_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T061337_12200_I.fit,Bad,1,red
srh_20240417T071328_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T071328_12200_I.fit,Bad,1,red
srh_20240417T072843_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T072843_12200_I.fit,Bad,1,red
srh_20240417T074358_12200_I.fit,2024-04-17,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240417/srh_20240417T074358_12200_I.fit,Bad,1,red
srh_20240418T011312_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T011312_12200_I.fit,Bad,1,red
srh_20240418T012827_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T012827_12200_I.fit,Bad,1,red
srh_20240418T042758_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T042758_12200_I.fit,Bad,1,red
srh_20240418T051344_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T051344_12200_I.fit,Bad,1,red
srh_20240418T052749_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T052749_12200_I.fit,Bad,1,red
srh_20240418T064254_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T064254_12200_I.fit,Bad,1,red
srh_20240418T081315_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T081315_12200_I.fit,Bad,1,red
srh_20240418T082830_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T082830_12200_I.fit,Bad,1,red
srh_20240418T022818_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T022818_12200_I.fit,Bad,1,red
srh_20240418T024333_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T024333_12200_I.fit,Bad,1,red
srh_20240418T034323_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T034323_12200_I.fit,Bad,1,red
srh_20240418T035838_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T035838_12200_I.fit,Bad,1,red
srh_20240418T041243_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T041243_12200_I.fit,Bad,1,red
srh_20240418T044314_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T044314_12200_I.fit,Bad,1,red
srh_20240418T061334_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T061334_12200_I.fit,Bad,1,red
srh_20240419T011332_12200_I.fit,2024-04-19,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240419/srh_20240419T011332_12200_I.fit,Bad,1,red
srh_20240419T032828_12200_I.fit,2024-04-19,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240419/srh_20240419T032828_12200_I.fit,Bad,1,red
srh_20240419T035748_12200_I.fit,2024-04-19,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240419/srh_20240419T035748_12200_I.fit,Bad,1,red
srh_20240419T044334_12200_I.fit,2024-04-19,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240419/srh_20240419T044334_12200_I.fit,Bad,1,red
srh_20240418T015747_12200_I.fit,2024-04-18,--:--:--,https://ftp.rao.istp.ac.ru/SRH/SRH1224/cleanMaps/20240418/srh_20240418T015747_12200_I.fit,Bad,1,red
